file_name,emiten_code,year,page_number,classification,extraction_method,raw_text_length,ocr_text_length,final_text_length,image_count,image_coverage_ratio,ocr_input_tokens,ocr_output_tokens,processing_time_ms,error
INDX_2024.pdf,INDX,2024,1,image,gemini_ocr,0,5082,5082,1,1.0015,1129,1137,5649,
INDY_2023.pdf,INDY,2023,1,image,gemini_ocr,0,5362,5362,2,2.0018,1129,1075,6137,
INDY_2024.pdf,INDY,2024,1,image,gemini_ocr,0,4344,4344,1,1.0013,1129,891,6042,
INKP_2022.pdf,INKP,2022,1,image,gemini_ocr,0,4163,4163,1,1.0,1129,936,7657,
INKP_2023.pdf,INKP,2023,1,image,gemini_ocr,0,4107,4107,1,1.0,1129,865,7309,
INOV_2023.pdf,INOV,2023,1,image,gemini_ocr,0,3570,3570,1,1.0,1129,788,7164,
INOV_2024.pdf,INOV,2024,1,image,gemini_ocr,0,3525,3525,1,1.0,1129,768,4530,
INET_2024.pdf,INET,2024,1,image,gemini_ocr,0,4469,4469,1,1.0005,1129,978,7590,
INET_2024.pdf,INET,2024,2,image,gemini_ocr,0,5931,5931,1,1.0005,1129,1164,7047,
INPP_2024.pdf,INPP,2024,1,image,gemini_ocr,0,4287,4287,1,0.9735,1129,909,5033,
INPC_2023.pdf,INPC,2023,1,image,gemini_ocr,0,5576,5576,1,1.0,1129,1300,7761,
INPC_2023.pdf,INPC,2023,2,image,gemini_ocr,0,4599,4599,1,1.0,1129,871,5257,
INPP_2023.pdf,INPP,2023,1,image,gemini_ocr,0,3690,3690,2,2.0018,1129,801,10427,
INTA_2022.pdf,INTA,2022,1,image,gemini_ocr,54,5452,5452,1,0.9771,1129,1197,6338,
INRU_2022.pdf,INRU,2022,1,image,gemini_ocr,47,7327,7327,2,0.7527,1129,1892,8844,
INRU_2022.pdf,INRU,2022,2,image,gemini_ocr,47,10090,10090,2,0.744,1129,1987,10241,
INTD_2022.pdf,INTD,2022,1,image,gemini_ocr,0,4813,4813,1,1.0,1129,1032,8609,
INTA_2024.pdf,INTA,2024,1,image,gemini_ocr,0,3330,3330,3,1.5562,1129,877,5265,
INTA_2024.pdf,INTA,2024,2,image,gemini_ocr,0,3325,3325,3,1.4977,1129,849,4920,
INTD_2023.pdf,INTD,2023,1,image,gemini_ocr,0,4622,4622,1,1.0,1129,992,7592,
INTD_2023.pdf,INTD,2023,2,image,gemini_ocr,0,4001,4001,1,1.0,1129,866,5240,
INTP_2022.pdf,INTP,2022,1,image,gemini_ocr,60,4342,4342,28,2.0018,1129,1052,5398,
INTP_2022.pdf,INTP,2022,2,image,gemini_ocr,98,3935,3935,14,1.0009,1129,882,8047,
IPAC_2022.pdf,IPAC,2022,1,image,gemini_ocr,3,3997,3997,1,1.0,1129,822,6170,
INTP_2023.pdf,INTP,2023,1,image,gemini_ocr,0,4386,4386,2,2.0018,1129,1076,7802,
INTP_2023.pdf,INTP,2023,2,image,gemini_ocr,0,4305,4305,2,2.0018,1129,946,5396,
IPCM_2022.pdf,IPCM,2022,1,image,gemini_ocr,67,2636,2636,1,0.9999,1129,564,7217,
IPCM_2022.pdf,IPCM,2022,2,image,gemini_ocr,67,3656,3656,1,0.9999,1129,923,7099,
IPOL_2023.pdf,IPOL,2023,1,image,gemini_ocr,0,4272,4272,1,1.0009,1129,904,8171,
INTP_2024.pdf,INTP,2024,1,image,gemini_ocr,0,4331,4331,2,2.0024,1129,1047,8458,
INTP_2024.pdf,INTP,2024,2,image,gemini_ocr,0,3915,3915,1,1.0009,1129,814,11301,
IPOL_2024.pdf,IPOL,2024,1,image,gemini_ocr,0,3490,3490,1,1.0009,1129,765,4585,
IPOL_2022.pdf,IPOL,2022,1,image,gemini_ocr,0,3989,3989,2,2.0018,1129,972,9762,
IPOL_2022.pdf,IPOL,2022,2,image,gemini_ocr,0,4185,4185,1,1.0009,1129,844,4912,
IPPE_2023.pdf,IPPE,2023,1,image,gemini_ocr,0,3944,3944,1,1.0,1129,824,5390,
IPPE_2024.pdf,IPPE,2024,1,image,gemini_ocr,0,3923,3923,1,1.0,1129,824,5634,
IPPE_2022.pdf,IPPE,2022,1,image,gemini_ocr,0,4407,4407,1,0.9336,1129,1022,10883,
IPTV_2023.pdf,IPTV,2023,1,image,gemini_ocr,0,5757,5757,1,1.0,1129,1233,8689,
IPTV_2023.pdf,IPTV,2023,2,image,gemini_ocr,0,4516,4516,1,1.0,1129,988,5670,
IPTV_2022.pdf,IPTV,2022,1,image,gemini_ocr,0,5790,5790,1,1.0,1129,1247,8104,
IPTV_2022.pdf,IPTV,2022,2,image,gemini_ocr,0,3972,3972,1,1.0,1129,796,9534,
IPTV_2024.pdf,IPTV,2024,1,image,gemini_ocr,0,5788,5788,1,1.0,1129,1246,7078,
IPTV_2024.pdf,IPTV,2024,2,image,gemini_ocr,0,4283,4283,1,1.0,1129,848,5927,
IRSX_2022.pdf,IRSX,2022,1,image,gemini_ocr,0,4603,4603,8,1.5696,1129,1031,5496,
IRSX_2022.pdf,IRSX,2022,2,image,gemini_ocr,0,5194,5194,11,1.6133,1129,1146,6997,
IRSX_2023.pdf,IRSX,2023,1,image,gemini_ocr,69,4559,4559,1,0.9871,1129,1017,15762,
IRSX_2023.pdf,IRSX,2023,2,image,gemini_ocr,100,5254,5254,1,0.9904,1129,1077,6205,
ISAP_2024.pdf,ISAP,2024,1,image,gemini_ocr,112,5160,5160,2,1.6305,1129,1100,6277,
ISAP_2024.pdf,ISAP,2024,2,image,gemini_ocr,112,5116,5116,1,0.8025,1129,1093,6120,
ISAP_2024.pdf,ISAP,2024,3,image,gemini_ocr,112,4785,4785,1,0.7992,1129,1009,6566,
ISAP_2022.pdf,ISAP,2022,1,image,gemini_ocr,81,5200,5200,1,0.9009,1129,1207,7253,
ISAP_2022.pdf,ISAP,2022,2,image,gemini_ocr,81,4701,4701,1,0.9009,1129,1100,5189,
ISAP_2022.pdf,ISAP,2022,3,image,gemini_ocr,81,4664,4664,1,0.9009,1129,1059,9586,
ISAP_2023.pdf,ISAP,2023,1,image,gemini_ocr,77,4965,4965,1,0.7863,1129,1143,5527,
ISAP_2023.pdf,ISAP,2023,2,image,gemini_ocr,78,4645,4645,1,0.7863,1129,1097,6322,
ISAP_2023.pdf,ISAP,2023,3,image,gemini_ocr,77,4870,4870,1,0.7863,1129,1033,10745,
ISSP_2022.pdf,ISSP,2022,1,image,gemini_ocr,0,5568,5568,1,0.8479,1129,1302,7592,
ISSP_2022.pdf,ISSP,2022,2,image,gemini_ocr,0,3761,3761,1,0.8515,1129,760,13501,
ISAT_2024.pdf,ISAT,2024,1,image,gemini_ocr,0,4343,4343,2,2.001,1129,968,5643,
ISAT_2024.pdf,ISAT,2024,2,image,gemini_ocr,0,3437,3437,1,1.0009,1129,710,10791,
ISAT_2024.pdf,ISAT,2024,3,image,gemini_ocr,0,3602,3602,2,2.0018,1129,768,5445,
ISAT_2024.pdf,ISAT,2024,4,image,gemini_ocr,0,2939,2939,1,1.0009,1129,558,4077,
ITIC_2023.pdf,ITIC,2023,1,image,gemini_ocr,0,3460,3460,3,1.5383,1129,712,4214,
ITIC_2024.pdf,ITIC,2024,1,image,gemini_ocr,0,3453,3453,1,1.0,1129,711,6832,
ITMA_2022.pdf,ITMA,2022,1,image,gemini_ocr,0,4289,4289,2,2.0018,1129,861,7447,
ISAT_2023.pdf,ISAT,2023,1,image,gemini_ocr,165,4351,4351,1,1.0009,1129,969,6266,
ISAT_2023.pdf,ISAT,2023,2,image,gemini_ocr,163,4055,4055,2,2.0018,1129,816,5447,
ISAT_2023.pdf,ISAT,2023,3,image,gemini_ocr,165,4400,4400,1,1.0009,1129,967,5267,
ISAT_2023.pdf,ISAT,2023,4,image,gemini_ocr,163,3492,3492,1,1.0009,1129,751,4934,
ISAT_2023.pdf,ISAT,2023,5,image,gemini_ocr,165,3481,3481,1,1.0009,1129,766,6749,
ISAT_2023.pdf,ISAT,2023,6,image,gemini_ocr,163,3953,3953,1,1.0009,1129,866,6442,
ITMA_2024.pdf,ITMA,2024,1,image,gemini_ocr,0,3935,3935,1,1.0,1129,830,7217,
ITMA_2023.pdf,ITMA,2023,1,image,gemini_ocr,0,4226,4226,2,2.0018,1129,928,5878,
ITMA_2023.pdf,ITMA,2023,2,image,gemini_ocr,0,4202,4202,1,1.0009,1129,849,5734,
ITMG_2022.pdf,ITMG,2022,1,image,gemini_ocr,54,4335,4335,1,1.0009,1129,1062,6803,
ITMG_2022.pdf,ITMG,2022,2,image,gemini_ocr,56,4184,4184,1,1.0009,1129,876,5938,
ISAT_2022.pdf,ISAT,2022,1,image,gemini_ocr,0,4230,4230,1,1.0009,1129,950,6872,
ISAT_2022.pdf,ISAT,2022,2,image,gemini_ocr,0,4063,4063,1,1.0009,1129,821,6058,
ISAT_2022.pdf,ISAT,2022,3,image,gemini_ocr,0,4888,4888,2,2.0018,1129,1001,5667,
ISAT_2022.pdf,ISAT,2022,4,image,gemini_ocr,0,3729,3729,1,1.0009,1129,772,6952,
ISAT_2022.pdf,ISAT,2022,5,image,gemini_ocr,0,4342,4342,2,2.0018,1129,885,23821,
ISAT_2022.pdf,ISAT,2022,6,image,gemini_ocr,0,4268,4268,1,1.0009,1129,921,5816,
ITMG_2024.pdf,ITMG,2024,1,image,gemini_ocr,0,4350,4350,3,2.0096,1129,1065,5313,
ITMG_2024.pdf,ITMG,2024,2,image,gemini_ocr,0,4057,4057,1,1.0009,1129,929,6113,
ITMG_2024.pdf,ITMG,2024,3,image,gemini_ocr,0,3741,3741,2,2.0018,1129,720,4786,
JARR_2023.pdf,JARR,2023,1,image,gemini_ocr,0,3936,3936,1,1.0,1129,806,4770,
JARR_2023.pdf,JARR,2023,2,image,gemini_ocr,0,3826,3826,1,1.0,1129,857,6170,
JARR_2023.pdf,JARR,2023,3,image,gemini_ocr,0,4232,4232,1,1.0,1129,829,5773,
JARR_2024.pdf,JARR,2024,1,image,gemini_ocr,0,4610,4610,1,1.0,1129,1025,7534,
JARR_2024.pdf,JARR,2024,2,image,gemini_ocr,0,3810,3810,1,1.0,1129,785,6644,
JAWA_2023.pdf,JAWA,2023,1,image,gemini_ocr,105,5365,5365,1,0.9022,1129,1180,6980,
JAWA_2023.pdf,JAWA,2023,2,image,gemini_ocr,103,5160,5160,1,0.8932,1129,1002,6623,
JAWA_2022.pdf,JAWA,2022,1,image,gemini_ocr,0,5075,5075,1,1.0,1129,1041,8421,
JAWA_2022.pdf,JAWA,2022,2,image,gemini_ocr,0,5086,5086,1,1.0,1129,990,5961,
JAST_2023.pdf,JAST,2023,1,image,gemini_ocr,0,5285,5285,1,1.0009,1129,1161,9099,
JAST_2023.pdf,JAST,2023,2,image,gemini_ocr,0,4628,4628,1,1.0009,1129,1002,6615,
JAST_2023.pdf,JAST,2023,3,image,gemini_ocr,0,4621,4621,1,1.0009,1129,1066,6295,
JECC_2022.pdf,JECC,2022,1,image,gemini_ocr,0,410,410,1,0.0,1129,117,2468,
JECC_2022.pdf,JECC,2022,2,image,gemini_ocr,0,1520,1520,1,0.0,1129,287,2881,
JECC_2022.pdf,JECC,2022,3,image,gemini_ocr,0,22,22,1,0.0,1129,5,2120,
JAYA_2023.pdf,JAYA,2023,1,image,gemini_ocr,0,5432,5432,1,0.9975,1129,1165,6499,
JAYA_2023.pdf,JAYA,2023,2,image,gemini_ocr,0,4434,4434,1,0.9975,1129,952,5851,
JAYA_2023.pdf,JAYA,2023,3,image,gemini_ocr,0,3461,3461,1,0.9978,1129,832,5644,
JAYA_2023.pdf,JAYA,2023,4,image,gemini_ocr,0,3518,3518,1,0.9975,1129,731,5214,
JECC_2023.pdf,JECC,2023,1,image,gemini_ocr,0,4027,4027,1,0.9608,1129,757,7141,
JECC_2023.pdf,JECC,2023,2,image,gemini_ocr,0,4076,4076,1,0.9608,1129,877,5164,
JECC_2023.pdf,JECC,2023,3,image,gemini_ocr,0,4229,4229,1,0.9608,1129,805,5248,
JECC_2024.pdf,JECC,2024,1,image,gemini_ocr,0,4019,4019,1,0.953,1129,751,4207,
JECC_2024.pdf,JECC,2024,2,image,gemini_ocr,0,4479,4479,1,0.953,1129,848,8437,
JECC_2024.pdf,JECC,2024,3,image,gemini_ocr,0,4492,4492,1,0.953,1129,823,6903,
JAWA_2024.pdf,JAWA,2024,1,image,gemini_ocr,46,2514,2514,29,1.081,1129,599,4224,
JAWA_2024.pdf,JAWA,2024,2,image,gemini_ocr,48,2097,2097,29,1.0776,1129,584,4298,
JAWA_2024.pdf,JAWA,2024,3,image,gemini_ocr,46,2026,2026,29,1.0784,1129,556,4366,
JAWA_2024.pdf,JAWA,2024,4,image,gemini_ocr,48,2247,2247,29,1.0776,1129,533,3733,
JAWA_2024.pdf,JAWA,2024,5,image,gemini_ocr,46,2777,2777,29,1.0767,1129,667,7227,
JAWA_2024.pdf,JAWA,2024,6,image,gemini_ocr,48,2262,2262,29,1.0776,1129,522,6047,
JGLE_2023.pdf,JGLE,2023,1,image,gemini_ocr,0,3701,3701,1,1.0,1129,861,5002,
JGLE_2023.pdf,JGLE,2023,2,image,gemini_ocr,0,4218,4218,1,1.0,1129,797,6268,
JGLE_2024.pdf,JGLE,2024,1,image,gemini_ocr,0,3817,3817,1,1.0048,1129,861,5287,
JGLE_2024.pdf,JGLE,2024,2,image,gemini_ocr,0,4075,4075,2,2.0053,1129,774,4544,
JIHD_2022.pdf,JIHD,2022,1,image,gemini_ocr,0,4479,4479,18,1.6156,1129,903,6681,
JIHD_2023.pdf,JIHD,2023,1,image,gemini_ocr,0,4431,4431,16,1.6514,1129,892,4636,
JIHD_2024.pdf,JIHD,2024,1,image,gemini_ocr,0,4333,4333,1,1.0057,1129,870,5305,
JGLE_2022.pdf,JGLE,2022,1,image,gemini_ocr,53,7866,7866,2,1.0013,1129,1806,9455,
JGLE_2022.pdf,JGLE,2022,2,image,gemini_ocr,53,8626,8626,2,1.0013,1129,1609,11174,
JKON_2022.pdf,JKON,2022,1,image,gemini_ocr,0,4268,4268,1,1.0009,1129,820,5289,
JKON_2023.pdf,JKON,2023,1,image,gemini_ocr,0,4314,4314,1,1.0009,1129,839,6268,
JKON_2024.pdf,JKON,2024,1,image,gemini_ocr,0,4397,4397,2,1.0392,1129,881,7173,
JKSW_2022.pdf,JKSW,2022,1,image,gemini_ocr,0,4294,4294,1,1.0,1139,898,7021,
JKSW_2022.pdf,JKSW,2022,2,image,gemini_ocr,0,4124,4124,1,1.0,1139,861,6776,
JKSW_2023.pdf,JKSW,2023,1,image,gemini_ocr,0,3443,3443,1,1.0,1129,841,8294,
JKSW_2023.pdf,JKSW,2023,2,image,gemini_ocr,0,3634,3634,1,1.0,1129,821,5845,
JKSW_2023.pdf,JKSW,2023,3,image,gemini_ocr,0,2904,2904,1,1.0,1129,588,4513,
JRPT_2022.pdf,JRPT,2022,1,image,gemini_ocr,0,4628,4628,1,1.0,1129,836,5630,
JMAS_2024.pdf,JMAS,2024,1,image,gemini_ocr,0,3949,3949,1,1.0,1129,777,5369,
JMAS_2024.pdf,JMAS,2024,2,image,gemini_ocr,0,3409,3409,1,1.0,1129,712,4496,
JMAS_2024.pdf,JMAS,2024,3,image,gemini_ocr,0,2806,2806,1,1.0,1129,657,4316,
JMAS_2023.pdf,JMAS,2023,1,image,gemini_ocr,0,4163,4163,1,0.7046,1129,835,5293,
JMAS_2023.pdf,JMAS,2023,2,image,gemini_ocr,0,3493,3493,1,0.7046,1129,746,7262,
JMAS_2023.pdf,JMAS,2023,3,image,gemini_ocr,0,3220,3220,1,0.7046,1129,759,5828,
JSKY_2022.pdf,JSKY,2022,1,image,gemini_ocr,0,4306,4306,1,1.0006,1129,939,4548,
JRPT_2024.pdf,JRPT,2024,1,image,gemini_ocr,0,3931,3931,1,1.0,1129,756,6306,
JSMR_2022.pdf,JSMR,2022,1,image,gemini_ocr,0,4214,4214,2,2.0009,1129,851,7266,
JRPT_2023.pdf,JRPT,2023,1,image,gemini_ocr,0,4627,4627,1,1.0005,1129,851,13457,
JSMR_2023.pdf,JSMR,2023,1,image,gemini_ocr,0,4277,4277,1,1.0009,1129,864,4791,
JSMR_2023.pdf,JSMR,2023,2,image,gemini_ocr,0,4465,4465,2,2.0018,1129,985,5274,
JSMR_2024.pdf,JSMR,2024,1,image,gemini_ocr,0,4320,4320,1,1.0009,1129,871,5618,
JSMR_2024.pdf,JSMR,2024,2,image,gemini_ocr,0,4241,4241,2,2.0018,1129,1006,5071,
JTPE_2022.pdf,JTPE,2022,1,image,gemini_ocr,187,3149,3149,1,0.7101,1129,704,6772,
JSPT_2024.pdf,JSPT,2024,1,image,gemini_ocr,0,3873,3873,1,1.0,1129,835,8283,
JSPT_2022.pdf,JSPT,2022,1,image,gemini_ocr,0,4804,4804,1,1.0,1129,932,5432,
JSPT_2022.pdf,JSPT,2022,2,image,gemini_ocr,0,4115,4115,1,1.0,1129,796,10670,
JSPT_2023.pdf,JSPT,2023,1,image,gemini_ocr,0,4804,4804,1,1.0,1129,932,4461,
JSPT_2023.pdf,JSPT,2023,2,image,gemini_ocr,0,4119,4119,1,1.0,1129,796,9234,
JTPE_2023.pdf,JTPE,2023,1,image,gemini_ocr,114,3153,3153,1,0.7524,1129,668,5600,
KAYU_2022.pdf,KAYU,2022,1,image,gemini_ocr,0,3803,3803,1,0.9785,1129,776,5169,
KARW_2022.pdf,KARW,2022,1,image,gemini_ocr,0,2825,2825,1,1.0,1129,584,3820,
KARW_2022.pdf,KARW,2022,2,image,gemini_ocr,0,3321,3321,1,1.0,1129,808,4758,
KARW_2023.pdf,KARW,2023,1,image,gemini_ocr,0,2808,2808,1,1.0,1129,641,4152,
KARW_2023.pdf,KARW,2023,2,image,gemini_ocr,0,4327,4327,1,1.0,1129,933,5532,
KBAG_2022.pdf,KBAG,2022,1,image,gemini_ocr,76,3995,3995,1,0.8675,1129,848,6153,
KBLI_2023.pdf,KBLI,2023,1,image,gemini_ocr,0,4905,4905,1,1.0,1129,1002,5878,
KBAG_2023.pdf,KBAG,2023,1,image,gemini_ocr,71,4642,4642,1,0.8288,1129,1036,6569,
KBAG_2023.pdf,KBAG,2023,2,image,gemini_ocr,71,3992,3992,1,0.8288,1129,868,4799,
KBAG_2024.pdf,KBAG,2024,1,image,gemini_ocr,78,4609,4609,1,0.875,1129,1032,7115,
KBAG_2024.pdf,KBAG,2024,2,image,gemini_ocr,76,4699,4699,1,0.875,1129,949,6188,
KBLI_2024.pdf,KBLI,2024,1,image,gemini_ocr,0,5490,5490,1,1.0,1129,1238,6157,
KBLI_2024.pdf,KBLI,2024,2,image,gemini_ocr,0,5086,5086,1,1.0,1129,1033,5227,
KBLM_2022.pdf,KBLM,2022,1,image,gemini_ocr,0,5456,5456,2,1.0018,1129,1227,5883,
KBLM_2022.pdf,KBLM,2022,2,image,gemini_ocr,0,4065,4065,2,1.0018,1129,855,8049,
KBLV_2022.pdf,KBLV,2022,1,image,gemini_ocr,0,4357,4357,1,1.0,1129,923,7510,
KBLV_2023.pdf,KBLV,2023,1,image,gemini_ocr,0,4434,4434,1,1.0,1129,961,5988,
KBLM_2023.pdf,KBLM,2023,1,image,gemini_ocr,0,6056,6056,1,0.9857,1129,1398,7372,
KBLM_2023.pdf,KBLM,2023,2,image,gemini_ocr,0,4681,4681,1,0.9886,1129,877,4756,
KDSI_2023.pdf,KDSI,2023,1,image,gemini_ocr,0,2889,2889,1,1.0002,1129,688,4633,
KBLV_2024.pdf,KBLV,2024,1,image,gemini_ocr,141,8191,8191,2,1.0009,1129,1669,7918,
KDSI_2024.pdf,KDSI,2024,1,image,gemini_ocr,0,2698,2698,1,1.0002,1129,587,5250,
KDTN_2024.pdf,KDTN,2024,1,image,gemini_ocr,43,3693,3693,1,0.7731,1129,789,5207,
KDSI_2022.pdf,KDSI,2022,1,image,gemini_ocr,0,4741,4741,1,1.0009,1129,1061,6662,
KDSI_2022.pdf,KDSI,2022,2,image,gemini_ocr,0,4764,4764,1,1.0009,1129,1070,8503,
KDTN_2023.pdf,KDTN,2023,1,image,gemini_ocr,0,3659,3659,1,0.9992,1129,761,10301,
KEEN_2022.pdf,KEEN,2022,1,image,gemini_ocr,0,4471,4471,1,1.0024,1129,933,5285,
KEEN_2022.pdf,KEEN,2022,2,image,gemini_ocr,0,4177,4177,1,1.0024,1129,825,5119,
KEEN_2023.pdf,KEEN,2023,1,image,gemini_ocr,0,4518,4518,1,1.0,1129,890,5962,
KEJU_2022.pdf,KEJU,2022,1,image,gemini_ocr,0,3938,3938,1,1.0,1129,963,4988,
KEJU_2022.pdf,KEJU,2022,2,image,gemini_ocr,0,4018,4018,1,1.0,1129,824,4501,
KEEN_2024.pdf,KEEN,2024,1,image,gemini_ocr,0,5002,5002,1,1.0,1129,1160,7858,
KEEN_2024.pdf,KEEN,2024,2,image,gemini_ocr,0,4110,4110,1,1.0,1129,821,5027,
KEJU_2023.pdf,KEJU,2023,1,image,gemini_ocr,75,4098,4098,1,0.802,1129,1085,5415,
KEJU_2023.pdf,KEJU,2023,2,image,gemini_ocr,26,3978,3978,1,0.8107,1129,817,5034,
KEJU_2024.pdf,KEJU,2024,1,image,gemini_ocr,0,3928,3928,1,1.0009,1129,969,6688,
KEJU_2024.pdf,KEJU,2024,2,image,gemini_ocr,0,4067,4067,2,2.0018,1129,837,5868,
KIAS_2022.pdf,KIAS,2022,1,image,gemini_ocr,0,4469,4469,1,0.941,1129,1049,6507,
KIAS_2022.pdf,KIAS,2022,2,image,gemini_ocr,0,4606,4606,1,0.9547,1129,825,7106,
KETR_2024.pdf,KETR,2024,1,image,gemini_ocr,0,3746,3746,1,1.0,1129,820,4358,
KETR_2024.pdf,KETR,2024,2,image,gemini_ocr,0,3195,3195,1,1.0,1129,784,5148,
KETR_2024.pdf,KETR,2024,3,image,gemini_ocr,0,3565,3565,1,1.0,1129,739,5095,
KETR_2023.pdf,KETR,2023,1,image,gemini_ocr,0,3510,3510,2,2.0007,1129,758,7061,
KETR_2023.pdf,KETR,2023,2,image,gemini_ocr,0,3767,3767,4,4.0014,1129,883,4539,
KETR_2023.pdf,KETR,2023,3,image,gemini_ocr,0,3542,3542,2,2.0083,1129,842,5508,
KICI_2022.pdf,KICI,2022,1,image,gemini_ocr,0,2867,2867,1,1.0003,1129,688,4133,
KICI_2023.pdf,KICI,2023,1,image,gemini_ocr,0,2959,2959,1,1.0001,1129,689,4089,
KICI_2024.pdf,KICI,2024,1,image,gemini_ocr,0,2818,2818,1,1.0002,1129,705,5797,
KIJA_2023.pdf,KIJA,2023,1,image,gemini_ocr,0,5056,5056,1,0.98,1129,1001,5239,
KIJA_2024.pdf,KIJA,2024,1,image,gemini_ocr,0,4881,4881,1,0.9889,1129,1158,6687,
